model,layer,M,N,K
facebook/opt-1.3b,model.decoder.layers.18.self_attn.k_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.18.self_attn.v_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.18.self_attn.out_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.18.fc1,2048,8192,2048
facebook/opt-1.3b,model.decoder.layers.18.fc2,2048,2048,8192
facebook/opt-1.3b,model.decoder.layers.19.self_attn.q_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.19.self_attn.k_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.19.self_attn.v_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.19.self_attn.out_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.19.fc1,2048,8192,2048
facebook/opt-1.3b,model.decoder.layers.19.fc2,2048,2048,8192
facebook/opt-1.3b,model.decoder.layers.20.self_attn.q_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.20.self_attn.k_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.20.self_attn.v_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.20.self_attn.out_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.20.fc1,2048,8192,2048
facebook/opt-1.3b,model.decoder.layers.20.fc2,2048,2048,8192
facebook/opt-1.3b,model.decoder.layers.21.self_attn.q_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.21.self_attn.k_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.21.self_attn.v_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.21.self_attn.out_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.21.fc1,2048,8192,2048
facebook/opt-1.3b,model.decoder.layers.21.fc2,2048,2048,8192
facebook/opt-1.3b,model.decoder.layers.22.self_attn.q_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.22.self_attn.k_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.22.self_attn.v_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.22.self_attn.out_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.22.fc1,2048,8192,2048
facebook/opt-1.3b,model.decoder.layers.22.fc2,2048,2048,8192
facebook/opt-1.3b,model.decoder.layers.23.self_attn.q_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.23.self_attn.k_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.23.self_attn.v_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.23.self_attn.out_proj,2048,2048,2048
facebook/opt-1.3b,model.decoder.layers.23.fc1,2048,8192,2048
facebook/opt-1.3b,model.decoder.layers.23.fc2,2048,2048,8192
facebook/opt-1.3b,lm_head,2048,50272,2048
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.0.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.0.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.0.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.1.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.1.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.1.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.2.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.2.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.2.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.3.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.3.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.3.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.4.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.4.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.4.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.5.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.5.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.5.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.6.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.6.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.6.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.7.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.7.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.7.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.8.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.8.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.8.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.9.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.9.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.9.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.10.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.10.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.10.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.11.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.11.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.11.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.12.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.12.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.12.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.12.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.12.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.12.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.12.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.13.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.13.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.13.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.13.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.13.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.13.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.13.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.14.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.14.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.14.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.14.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.14.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.14.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.14.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.15.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.15.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.15.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.15.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.15.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.15.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.15.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.16.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.16.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.16.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.16.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.16.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.16.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.16.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.17.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.17.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.17.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.17.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.17.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.17.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.17.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.18.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.18.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.18.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.18.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.18.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.18.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.18.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.19.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.19.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.19.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.19.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.19.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.19.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.19.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.20.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.20.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.20.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.20.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.20.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.20.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.20.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.21.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.21.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.21.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.21.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.21.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.21.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.21.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.22.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.22.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.22.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.22.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.22.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.22.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.22.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.23.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.23.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.23.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.23.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.23.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.23.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.23.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.24.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.24.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.24.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.24.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.24.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.24.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.24.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.25.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.25.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.25.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.25.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.25.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.25.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.25.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.26.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.26.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.26.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.26.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.26.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.26.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.26.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.27.self_attn.q_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.27.self_attn.k_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.27.self_attn.v_proj,128,256,1536
Qwen/Qwen2.5-1.5B,model.layers.27.self_attn.o_proj,128,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.27.mlp.gate_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.27.mlp.up_proj,128,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.27.mlp.down_proj,128,1536,8960
Qwen/Qwen2.5-1.5B,lm_head,128,151936,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.0.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.0.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.0.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.0.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.1.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.1.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.1.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.1.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.2.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.2.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.2.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.2.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.3.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.3.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.3.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.3.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.4.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.4.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.4.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.4.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.5.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.5.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.5.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.5.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.6.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.6.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.6.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.6.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.7.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.7.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.7.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.7.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.8.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.8.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.8.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.8.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.9.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.9.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.9.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.9.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.10.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.10.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.10.mlp.up_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.10.mlp.down_proj,256,1536,8960
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.q_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.k_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.v_proj,256,256,1536
Qwen/Qwen2.5-1.5B,model.layers.11.self_attn.o_proj,256,1536,1536
Qwen/Qwen2.5-1.5B,model.layers.11.mlp.gate_proj,256,8960,1536
Qwen/Qwen2.5-1.5B,model.layers.11.mlp.up_proj,256,8960,1536
